Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,Lable
1.046,-1.165,12.427,-0.04925537,-0.91752625,0.28211975,17.25,29.3125,-37.25,walking
11.814,-11.181,-3.834,0.62516785,-1.6593475,0.8637085,-4.875,51.3125,7.9375,walking
7.679,-2.883,2.362,-0.81692505,1.5753784,-0.8430481,-0.75,51.125,16,walking
0.343,-5.041,0.028,-0.9983063,1.3979797,1.9945374,17.8125,47.0625,16.1875,walking
2.591,-6.276,0.405,-1.4320831,-2.041504,-1.0257874,18.1875,49,8.1875,walking
3.606,-8.166,-2.547,-1.4580688,-3.1295013,0.15914917,16.625,50.4375,3.5,walking
9.722,-15.699,5.497,-1.6790466,-5.083084,1.512497,12.9375,51.5625,1.4375,walking
0.171,-10.114,-10.472,-0.2367096,1.1056671,0.13327026,11.3125,53.0625,-0.625,walking
-3.371,-3.835,-10.554,0.8852234,4.8121033,-0.52560425,9.25,51.9375,1.5625,walking
-1.911,-24.72,10.096,2.0189667,7.78006,-1.2015991,8.6875,54.375,-0.125,walking
9.99,-16.709,15.705,2.5562897,7.40419,-1.1003876,11.5,53.0625,-4.375,walking
-2.313,-3.624,-3.212,-1.1201019,-6.921936,0.22323608,11.875,51.625,-5.8125,walking
-0.834,-2.696,-2.399,-1.0998383,-4.6501465,-0.20570374,16.8125,50.1875,-3.625,walking
2.773,-7.922,1.807,-0.15290833,-0.7919922,0.77949524,25.3125,47.125,5.75,walking
4.98,-13.32,-5.198,0.04408264,0.002578735,-0.014785767,27.75,44.4375,11.6875,walking
-0.049,-13.9,9.421,0.60964966,1.0437164,-0.011978149,30.25,41.5625,13.0625,walking
7.411,-11.526,-2.121,0.03791809,0.6225586,-0.2316742,28.875,42.0625,14.375,walking
2.51,-10.095,2.635,-0.09877014,1.9587708,0.34829712,24.375,46.125,13.8125,walking
1.022,-8.587,0.802,-0.45587158,1.5189209,-0.76704407,20.25,48,12,walking
2.271,-6.06,-0.666,-1.885437,-5.156494,-0.038024902,16.75,51.0625,6.4375,walking
3.788,-8.243,-2.26,-1.8511963,-4.514572,0.62957764,17.6875,49.4375,-0.6875,walking
12.608,-20.255,6.655,-0.448349,-0.50987244,0.24293518,13.1875,50.625,1.1875,walking
1.553,-11.717,-13.052,-0.28405762,0.06399536,0.26434326,13.5,50.875,-3.5,walking
-9.501,-3.328,-11.377,0.55815125,4.420273,-0.33468628,6.9375,51.875,2,walking
6.128,-26.032,15.657,2.2248535,6.4697723,-1.7800598,13.5,50.8125,-4.5625,walking
3.271,-11.1,6.646,2.179535,5.4889374,-2.1408997,11.9375,51.25,-5.3125,walking
17.686,-15.532,20.003,2.1488647,4.7729797,-1.2300415,11.375,51.0625,-5.0625,walking
-2.82,-4.065,-3.418,-0.6009979,-5.21109,0.83480835,14.6875,50.625,-4.25,walking
-2.945,-3.524,-2.432,-1.1130219,-3.967514,0.8953705,17.8125,49.3125,-2.4375,walking
0.543,-5.548,-3.126,-0.21080017,-1.772232,0.96713257,21,48.125,-1.1875,walking
-0.432,-16.158,-2.82,-0.23025513,-1.1022797,0.20547485,28.6875,44.125,3.625,walking
4.118,-12.536,-8.3,0.19039917,0.4063568,0.19885254,30.5,40.4375,12.3125,walking
-1.04,-13.325,9.216,1.0996704,1.4780426,-0.5461273,32.5,39.875,11.8125,walking
7.564,-12.325,-1.327,0.51882935,1.676117,-0.34152222,27.5,41.375,15.375,walking
0.993,-11.937,3.477,-0.08555603,1.6017456,0.89611816,26.125,43.4375,13.75,walking
-1.873,-10.071,5.138,-0.4295807,0.7072754,-0.07896423,18.4375,46.0625,14.9375,walking
2.51,-5.242,-2.7,-2.1835938,-3.4519958,-0.9730835,22.1875,47.125,7.875,walking
3.089,-8.228,-3.073,-2.505951,-5.788925,-0.6950989,19.8125,48.0625,4.5625,walking
13.044,-19.164,6.11,-1.8526459,-4.8874664,1.864624,14.5625,50.625,-0.125,walking
-1.729,-4.481,-9.888,-0.14723206,2.3666382,-0.06492615,10,51.5625,3.875,walking
-1.184,-17.628,10.096,1.9942627,6.5292206,-1.5429382,9.8125,52,3.25,walking
6.784,-12.081,8.421,2.333969,5.1567383,-1.9281769,12.125,50.6875,-5.375,walking
0.223,-3.28,-1.561,-1.3549194,-7.5097504,0.32814026,12.6875,50.8125,-4.6875,walking
-2.308,-4.567,-2.231,-1.4085846,-5.114731,0.05496216,17.625,49.0625,-3.1875,walking
1.486,-6.625,-2.915,-0.20213318,-1.6286774,0.799881,23.25,47.25,-1.375,walking
-0.102,-13.019,-0.949,-0.1337738,-0.75053406,0.15119934,30.125,42.125,7.4375,walking
-1.203,-14.158,-0.034,1.0018158,0.9281006,0.044784546,31.5,40,12.875,walking
5.673,-15.311,5.511,0.3560791,0.7530365,-0.6980438,33.875,39.375,8.9375,walking
4.568,-13.909,3.788,-0.08139038,1.5344086,0.7480316,27.1875,43.3125,12.4375,walking
2.146,-10.066,-2.662,0.6143341,4.03685,0.12843323,23.125,44.125,14.5,walking
4.3,-5.328,-2.705,-0.17765808,3.57135,0.7843628,18.625,46.9375,12.6875,walking
2.491,-9.602,-2.054,-2.083023,-4.5912933,0.14224243,20.1875,48.125,2.125,walking
12.082,-17.934,5.081,-1.7828522,-4.594391,1.69841,16.25,49.8125,-2.8125,walking
-2.567,-8.784,-13.128,-0.18011475,2.253601,0.32435608,10.375,52.0625,0.4375,walking
0.099,-15.46,6.794,1.6655273,4.5946503,-1.4486694,11.1875,50.875,-1.75,walking
-0.327,-8.152,4.573,2.10701,6.234848,-1.7056274,10.625,51.6875,-1.375,walking
16.284,-11.712,21.367,1.6752777,2.3863525,0.3993225,9.625,51.6875,-0.5,walking
-2.61,-3.256,-2.758,-0.5639496,-5.436249,0.40318298,14.875,50.375,-3.625,walking
-2.763,-2.873,-3.136,-0.71299744,-2.2154236,1.1616974,21.75,47.625,-1.125,walking
1.725,-7.329,-2.456,0.08908081,-0.9265442,1.0652618,23.25,47.4375,-2.0625,walking
0.137,-16.747,-2.81,-0.49816895,-1.0241699,0.6526184,29.6875,42.75,4.75,walking
4.984,-13.967,-1.638,0.12780762,-0.32373047,-0.07015991,30.0625,40.625,12.8125,walking
-4.065,-14.431,6.296,0.9774475,1.1228943,-0.033050537,32.625,38,15.125,walking
3.582,-14.321,1.745,0.5342407,1.1471558,-0.35986328,30.4375,39,15.4375,walking
2.505,-11.65,1.419,0.07699585,2.165741,0.9264679,25.1875,41.8125,15.9375,walking
0.749,-8.712,0.3,0.1751709,2.6480103,-0.64707947,21.875,45.5625,12.3125,walking
1.878,-5.496,-2.226,-1.7389221,-2.6609955,-0.47801208,19.6875,47.125,10.5625,walking
7.985,-14.828,3.975,-1.7956696,-4.7256927,1.6478424,14.25,50.25,3,walking
-1.662,-11.641,-12.559,-0.4233551,0.7970581,0.53463745,13.125,51.4375,-2.25,walking
-6.314,-6.295,-2.762,1.1099701,3.8777466,-1.1310577,13.5625,50.3125,-3.25,walking
-3.189,-12.459,4.435,2.443283,6.5843353,-1.5070343,14.3125,50.25,-4.9375,walking
17.667,-21.763,15.968,2.4407349,5.2581024,-0.96873474,12.75,50.6875,-4.875,walking
-1.653,-3.17,-2.169,-1.2747955,-6.5153503,0.5897827,16.25,49.6875,-6.5625,walking
-3.691,-4.026,-2.083,-1.466156,-4.633255,0.06491089,17.625,49.4375,-4.0625,walking
0.557,-6.29,-3.016,-0.07237244,-1.3606415,0.80285645,21.8125,47.75,-4.0625,walking
1.644,-14.622,-4.409,-0.3519287,-1.4079895,0.4042511,29.0625,43.75,2.875,walking
0.439,-13.349,-2.183,0.7923889,0.94877625,-0.2639618,33.6875,39.75,6.8125,walking
5.487,-17.025,7.33,0.82588196,1.4321442,-0.54789734,34.4375,38.875,11,walking
6.784,-11.861,-1.508,0.42529297,1.4976807,-0.34857178,32.0625,39.4375,13.9375,walking
3.639,-12.22,4.927,-0.14170837,1.2685852,0.58036804,27.5,43,12.1875,walking
0.72,-9.76,-0.81,0.46824646,3.203476,-0.82092285,24.625,44.1875,11.8125,walking
0.032,-7.434,0.845,-1.0595703,-0.48246765,-0.51078796,24.9375,46.25,6.25,walking
1.237,-6.438,-2.743,-1.5882416,-2.4648743,-0.2367096,21.625,47.4375,5.25,walking
3.352,-8.319,1.582,-1.7905426,-2.3953247,-0.16244507,21.6875,47.875,4.25,walking
5.362,-10.736,3.439,-1.9226532,-4.599655,0.9756317,20.25,48.0625,4.25,walking
10.569,-16.273,0.697,-1.2085266,-2.9726868,0.7547302,17.25,49.0625,1.9375,walking
3.429,-16.422,-4.461,-0.66622925,-0.49986267,0.29292297,14.875,50.25,2,walking
-3.222,-8.87,-9.783,-0.022918701,2.3281403,0.07752991,10.9375,51,3.875,walking
-4.96,-3.112,-10.204,0.5407257,3.3830414,-0.4867401,10.25,50.0625,4.0625,walking
3.951,-12.985,0.63,1.1758118,3.3742218,-1.0643463,13.1875,50.9375,0.0625,walking
1.405,-16.661,7.622,2.2724915,7.186737,-1.8786011,12,50.25,-2.25,walking
8.086,-16.474,7.78,2.1452026,4.9686584,-0.66893005,12.5,50.875,-3.4375,walking
1.653,-3.936,0.534,-1.4124603,-5.443039,-0.088974,14.25,50.25,-5.5,walking
-3.179,-3.175,-3.514,-0.5146942,-3.8323364,0.42036438,17.25,49.875,-6.75,walking
-3.682,-2.17,-3.097,-1.423706,-4.651062,-0.37008667,19.1875,48.875,-2.0625,walking
-0.442,-3.83,-2.317,-1.4240875,-4.136429,-0.066482544,23.4375,47.375,-3.1875,walking
1.342,-6.965,-2.47,-0.19381714,-1.3440857,0.971405,24.9375,45.9375,-1.125,walking
-0.94,-19.126,-3.834,-0.3660736,-1.1791229,0.5134735,28.9375,43.125,5.1875,walking
5.104,-14.996,-1.346,-0.12411499,-0.17425537,-0.19291687,31.4375,41.9375,7.375,walking
0.658,-13.115,-6.969,0.60121155,0.7403717,0.18759155,32.625,39.0625,12.5,walking
3.711,-16.666,10.484,1.3473969,1.4553528,-0.49395752,34.4375,39.375,8.5,walking
8.937,-13.297,-1.906,0.42926025,1.299942,-0.7081146,33.875,38.4375,10.9375,walking
11.354,-10.645,0.73,0.48168945,1.5771027,-0.011474609,30.125,41.625,13.125,walking
2.95,-11.358,2.951,0.8598633,3.1981964,-0.11228943,29.6875,41.75,10.75,walking
1.227,-10.167,-1.724,-0.003494263,2.493988,-0.001480103,25.9375,44.375,10.1875,walking
-3.131,-9.42,4.908,-0.10342407,2.2453156,0.063186646,25.3125,44.9375,9.3125,walking
3.333,-3.385,-3.935,-2.3627625,-4.531616,-0.8590698,23.125,46.75,7.875,walking
0.463,-7.697,-2.47,-0.6946564,-0.18197632,-0.35827637,22.0625,47.6875,5,walking
2.118,-7.109,1.381,0.18502808,2.214157,0.9030609,19.625,47.75,7,walking
5.195,-8.989,-0.413,-1.6793976,-3.4186707,0.93766785,19.25,48.6875,1.9375,walking
-4.347,-6.381,-6.759,-0.40278625,1.1116791,0.30830383,13.75,50.5,-0.125,walking
-5.558,-16.546,12.293,1.5274048,5.1585846,-1.1222839,13.1875,51.1875,-0.375,walking
-1.887,-18.02,3.678,2.029541,6.242218,-1.2601776,13.1875,51.125,-2.25,walking
8.88,-13.598,6.995,2.3523407,6.639618,-2.0036926,11.625,51.3125,-2.625,walking
4.142,-6.51,5.755,-1.5032806,-6.733444,-0.16371155,13.1875,50.5,-3.25,walking
-2.983,-4.333,-3.557,-0.9182434,-5.7990875,0.52934265,15.5,50.375,-2.5625,walking
-3.476,-3.356,-3.136,-1.2864532,-4.764389,0.25468445,17.25,49.8125,-2.875,walking
-1.825,-2.304,-3.016,-1.492279,-4.76297,0.002868652,20.25,49,-2.1875,walking
-0.011,-3.5,-3.595,-0.39778137,-1.103775,1.2715302,22.75,46.5,-0.125,walking
1.883,-9.343,1.678,-0.29122925,-1.5036774,0.2273407,27.125,45.125,0.375,walking
-2.452,-18.035,-3.222,-0.43711853,-0.90019226,0.10128784,31.0625,41.4375,10.0625,walking
2.716,-14.512,-7.299,0.6384735,0.7588959,-0.012054443,33.25,38.375,12.4375,walking
4.281,-15.522,11.417,1.4971008,1.7132721,-0.6252899,33.375,38.625,11.625,walking
3.855,-12.325,1.898,0.3461914,0.8689728,-0.6756439,31.4375,39.8125,13.6875,walking
2.529,-10.229,1.855,0.20445251,1.7734528,0.7237854,26.5625,42.9375,11.25,walking
-0.595,-9.702,1.056,0.11705017,1.8007202,-0.33387756,25,45.6875,4.9375,walking
3.003,-6.362,-4.102,-2.4851837,-3.91568,-0.9608612,21.25,47.625,3.6875,walking
3.802,-9.104,4.344,-1.964859,-3.541214,0.9080963,23.25,47.3125,-1.75,walking
2.457,-13.34,-3.882,-1.3933716,-2.1088562,1.3774567,15.75,49.875,-0.0625,walking
-5.247,-1.59,-7.586,0.6305847,3.0403442,-0.4001007,15.125,50.125,-2.125,walking
10.206,-17.503,12.838,1.3037262,4.712845,-1.1341705,14.0625,50.5,-0.0625,walking
1.711,-6.946,5.741,2.3779907,6.1629333,-1.8007965,14.5,50.3125,-3.75,walking
10.665,-11.66,18.127,0.8353424,-1.1434631,0.522583,15.5625,50.25,-6.8125,walking
-3.667,-3.715,-3.586,-1.1888275,-5.2421417,0.64598083,18.3125,48.3125,-9.0625,walking
-1.863,-3.634,-2.48,-1.5192719,-4.7158356,0.20274353,18.875,47.5,-11.625,walking
-1.093,-2.155,-3.887,-1.1576843,-4.098633,0.9215088,21.6875,47.75,-9.0625,walking
0.467,-8.965,0.635,-0.049591064,-1.0240479,0.81044006,28.375,44.75,-5.125,walking
2.189,-13.79,-1.719,-0.234375,-0.6390686,0.12213135,32.3125,41.1875,6.4375,walking
-2.528,-12.981,2.137,0.7505493,0.9560852,-0.55332947,34.9375,39.0625,8.0625,walking
5.3,-13.383,0.548,0.45129395,1.0335999,-0.6009979,31.125,40.8125,10.1875,walking
6.243,-12.282,2.223,1.0281525,2.932541,0.39949036,30.0625,43.3125,6.375,walking
-0.035,-9.09,0.41,0.13504028,1.8453217,-0.73147583,25,45.75,7.1875,walking
1.816,-6.285,-3.873,-1.9559326,-3.2694397,-0.44822693,22.625,46.875,5.5625,walking
3.927,-9.095,3.281,-1.8178864,-3.5600433,0.91812134,20.75,47.75,-0.5625,walking
2.012,-15.742,-2.303,0.16358948,0.8869629,-0.31340027,16.125,50.125,-0.5625,walking
-3.218,-6.702,-8.989,0.21276855,1.818161,-0.27868652,14.6875,50.875,-1.875,walking
-2.916,-14.957,2.659,1.5876312,5.241867,-1.1331177,14.9375,50.4375,-5.1875,walking
-5.022,-13.507,6.727,2.5079498,6.4713593,-1.7863922,17.625,49.5,-6.9375,walking
12.914,-19.944,14.494,2.2924805,4.4706726,-1.792923,16.25,49.4375,-8.5,walking
-4.093,-3.146,-4.007,-1.3667908,-5.504425,0.3204956,16.5,48.25,-13.75,walking
-3.964,-3.017,-3.389,-1.2678375,-4.335602,0.22216797,20.125,47.25,-13.125,walking
-1.332,-2.399,-3.844,-0.6746216,-3.1741028,1.0755463,21.6875,47.4375,-9.875,walking
1.419,-4.663,-4.471,-0.4609375,-1.8888092,1.3304291,25.6875,45.9375,-6.75,walking
2.5,-8.535,2.07,-0.12702942,-1.0630798,0.885849,26.5,45.375,-5.9375,walking
-0.384,-16.814,-3.212,-0.11656189,-0.89949036,0.29530334,30.875,42.75,-1,walking
0.84,-13.316,-6.471,0.35656738,0.7405243,-0.25100708,34,40,2,walking
4.166,-15.082,3.286,0.28370667,0.9007416,-0.22105408,34,40.9375,2.9375,walking
7.353,-13.158,0.08,0.24156189,1.6358032,0.47605896,30.5625,42.125,4.625,walking
2.63,-9.889,-2.097,0.48143005,2.28331,-0.1270752,27.5,45.0625,3.4375,walking
-1.547,-10.238,2.994,-0.008987427,2.3650208,-0.7311554,25.9375,45.5625,3.9375,walking
2.285,-6.338,-3.581,-1.8860931,-2.6888885,-0.35684204,23.625,46.75,-3.625,walking
5.142,-9.276,4.028,-1.7061462,-2.8899384,1.1478424,21.375,47.875,-3.6875,walking
2.18,-12.957,-7.352,-0.5074005,-0.10520935,0.6595001,15.75,49.875,-5.625,walking
-7.558,2.089,-6.883,0.88420105,3.0165558,0.04171753,16.25,49.25,-8,walking
1.084,-22.337,8.077,2.2798615,5.613617,-1.7022095,18.3125,48.8125,-8.3125,walking
8.416,-13.234,9.297,2.766159,5.4754486,-1.9473114,18.3125,48,-13.0625,walking
-2.581,-2.265,-3.873,-1.7711792,-5.544876,0.49493408,17.4375,48.625,-12.625,walking
-3.696,-3.275,-2.571,-0.8744354,-4.5097504,0.79093933,19.8125,47.9375,-10.9375,walking
-2.074,-0.882,-4.485,-1.3901672,-4.5082855,0.6277466,22,46.5625,-13.0625,walking
2.371,-8.267,0.013,0.014099121,-1.2841187,1.0738525,25.1875,44.9375,-10.4375,walking
-0.719,-16.307,-4.126,-0.3043518,-1.143753,0.31791687,30.625,42.3125,-2.875,walking
3.338,-13.919,-4.179,0.04168701,-0.008605957,0.09487915,32.6875,41,0.5,walking
-0.365,-15.249,10.45,1.0839539,1.672699,-0.4260254,33.625,41.5625,2.625,walking
6.698,-13.1,2.037,0.16394043,1.0241394,-0.6633301,31.3125,42.5,2.6875,walking
10.014,-10.947,1.769,0.7150116,2.51062,-0.050628662,29.0625,43.3125,1.375,walking
0.477,-10.329,3.181,0.8520813,3.2501526,-0.44000244,27.75,44.9375,0.0625,walking
0.849,-9.3,1.975,0.92889404,2.6028595,0.40815735,27.9375,45.125,-3.4375,walking
0.916,-5.381,-4.232,-3.1232452,-2.9079742,-0.68870544,26.875,45.5625,-1.8125,walking
2.725,-6.147,-3.7,-2.8598938,-4.7085266,0.10336304,24.625,46.75,-2.6875,walking
8.023,-11.794,1.008,-1.4915314,-1.9723969,0.8805084,20.25,47.8125,0.6875,walking
0.979,-14.206,-4.198,-1.4066162,-3.0913696,1.8048096,19.5,48,-10.75,walking
-1.734,-11.942,-8.347,-0.17468262,0.12162781,0.34786987,18.75,48.25,-9.3125,walking
-5.548,-2.289,-8.4,0.5995178,2.9976044,-0.27157593,16.8125,49.4375,-6.625,walking
10.182,-18.149,22.956,1.6915283,4.612671,-1.5882721,17.8125,49.4375,-8.9375,walking
1.007,-12.631,3.305,2.533432,6.4468994,-2.621704,15.5,49.1875,-10.9375,walking
23.008,-20.078,22.922,2.511551,2.6006622,-0.9353485,16.3125,47.125,-17.25,walking
-3.524,-2.466,-3.093,-1.3806305,-5.1821747,0.89082336,18,46.125,-18.9375,walking
-3.242,-3.476,-2.968,-1.511322,-4.5207214,0.16410828,20.875,45.875,-17.5,walking
-0.25,-3.093,-3.854,-0.9709778,-3.5740814,0.82606506,24.1875,44.9375,-15.8125,walking
0.773,-8.568,2.046,-0.3066101,-1.8295288,1.2056732,28.875,43.5,-11.1875,walking
0.171,-14.373,-1.69,-0.24098206,-0.999176,0.3634491,30.9375,42.5625,-4.0625,walking
3.721,-14.311,-6.112,0.27845764,0.84432983,0.2527008,32.8125,41.75,-0.8125,walking
2.539,-17.345,10.393,1.2210236,1.8907928,-0.642334,32.8125,41.5,-0.6875,walking
4.534,-16.805,7.282,0.58006287,1.9639587,-0.657547,32.5,41.25,-1.5625,walking
3.496,-15.101,5.133,-0.22491455,1.2837219,-0.75613403,35.0625,40.625,0.375,walking
8.004,-11.31,-0.738,0.47491455,2.6588745,-0.05731201,29.0625,43.75,5.25,walking
2.663,-10.798,1.415,0.8512268,3.2609863,-0.13243103,25.6875,46.3125,2.4375,walking
-0.509,-9.114,1.946,-0.095703125,1.4055786,0.35447693,27.125,45.1875,-5.3125,walking
2.644,-5.381,-3.944,-2.2594147,-2.3416748,0.003845215,26,45.9375,-5.375,walking
6.123,-10.664,3.989,-2.2474976,-4.6753235,1.3930359,20.6875,47.875,-5.375,walking
1.625,-14.077,-6.17,-0.67163086,-0.9642639,0.9838257,18.8125,47.75,-11.75,walking
-5.788,-3.404,-7.61,0.94366455,3.223343,-1.0800629,18.5,48.125,-11.8125,walking
2.706,-8.769,8.215,2.9743195,6.099228,-2.576416,18.4375,46.0625,-18.25,walking
-4.251,-3.165,-3.997,-1.4862213,-4.5991364,0.70706177,18.4375,46.6875,-18.6875,walking
-3.557,-3.845,-3.284,-1.2499695,-4.215683,0.22174072,18.6875,47.625,-14.375,walking
-0.628,-2.528,-3.337,-1.1773224,-3.9778595,0.62979126,22.5625,45.5,-14.1875,walking
2.472,-10.401,-0.762,-0.08370972,-1.7207336,1.1528015,25,43.875,-15.75,walking
2.438,-16.359,-1.351,-0.07974243,-0.74935913,-0.016983032,28.25,42.875,-11.1875,walking
-2.122,-13.163,4.411,0.7915497,1.189209,-0.5476837,28.75,43.875,-6.5625,walking
4.07,-14.503,0.979,0.08143616,1.1129761,-0.4235077,29.125,43.875,-8,walking
6.726,-11.143,0.568,0.92796326,2.4889069,0.19255066,26.75,44.9375,-6.3125,walking
3.204,-10.143,0.697,0.9975586,4.1595764,-1.0830078,23.8125,47.0625,-7.1875,walking
-1.16,-8.994,3.645,-0.29019165,1.2276764,-0.59664917,21.8125,47.125,-11.375,walking
0.247,-7.731,-0.614,-1.609726,-0.49765015,-0.91903687,20,45.875,-18.5,walking
2.386,-7.042,-2.772,-2.498413,-1.3414307,-0.29421997,21.875,43.75,-19.5,walking
9.583,-11.971,-0.484,-1.1994171,-1.8330231,0.8419342,23.0625,45.75,-15,walking
12.857,-15.168,3.879,-2.518753,-4.2765503,0.348938,20.625,46.875,-14.625,walking
6.305,-21.681,-4.059,-0.013259888,0.18458557,0.002914429,19.625,45.5,-18.375,walking
1.639,-15.924,-7.381,-0.64341736,-1.541275,1.0536804,18.3125,44.5625,-22.0625,walking
-4.859,-4.51,-11.372,1.4120026,3.6353912,-0.8674164,15.3125,46.6875,-21.25,walking
-6.587,-16.58,-10.688,1.1439209,1.7496948,0.12348938,18.125,46.0625,-18.9375,walking
-2.327,-11.622,-0.135,2.237671,5.0765533,-2.608963,16.9375,46.125,-21.0625,walking
10.344,-14.053,11.398,3.092102,5.383621,-3.116867,16.3125,44.1875,-25.25,walking
4.879,-5.386,4.08,-1.4627228,-3.6329498,0.6159973,17.6875,39.6875,-29,walking
-1.231,-5.137,-2.475,-1.7549438,-4.2379456,0.5683594,18.125,41.125,-27.6875,walking
-0.786,-1.772,-3.892,-1.2675018,-4.0865173,0.70410156,20,42,-25.875,walking
2.725,-8.764,1.788,0.017745972,-1.5390472,0.96965027,24.5625,42.9375,-20,walking
3.156,-14.407,-0.681,-0.07167053,-0.8136749,0.1638794,26.375,43.5,-15,walking
0.648,-15.321,-9.261,0.090164185,0.68066406,-0.22473145,27.375,44.0625,-11,walking
-0.136,-20.514,10.072,0.5178833,1.5184784,-0.4017334,25.75,44.75,-11.875,walking
4.625,-15.192,2.52,1.0265503,2.5144806,-1.066742,21.875,45.3125,-16.6875,walking
0.773,-9.075,1.084,0.6025696,1.4589233,-0.3047943,24.3125,45.875,-12.6875,walking
0.501,-7.171,-2.217,-3.6100922,-2.2148895,0.036331177,24.5625,42.5625,-18.5625,walking
13.202,-16.699,5.253,-2.4679108,-3.8517456,1.7197876,22.9375,42.8125,-20,walking
-3.222,-9.966,-8.252,0.28344727,0.7438812,0.44306946,21.625,42.125,-24.4375,walking
3.462,-9.669,7.005,2.9907074,4.0169373,-2.0537567,18.4375,40.0625,-30.1875,walking
1.108,-4.381,1.74,-1.0213623,-2.8707428,0.85580444,15.5625,38.625,-32.5625,walking
-3.198,-4.117,-1.642,-1.34729,-3.0637665,0.07583618,14.75,39.5625,-31.875,walking
3.788,-8.401,-0.523,-0.15330505,-1.9452057,0.86099243,20.625,40.25,-28.3125,walking
4.199,-14.479,-2.49,-0.35232544,-0.78359985,-0.23199463,21.875,44,-18.75,walking
-2.907,-12.569,-4.26,0.581131,1.9765778,-0.24047852,22.125,45.3125,-16.0625,walking
5.291,-14.637,2.989,0.003860474,1.6186523,-0.8018036,20.6875,46.3125,-14.75,walking
7.066,-12.292,1.281,0.28163147,1.5061188,0.36927795,18.8125,47.125,-15.125,walking
0.983,-9.832,-0.853,0.7719269,3.072052,-0.7396698,17.25,47.0625,-18.75,walking
-0.37,-8.008,1.419,-1.9758453,-0.488739,-0.49526978,17.5,44.6875,-21.0625,walking
9.177,-13.148,1.209,-2.389923,-2.938202,1.4224243,13.5625,41.75,-29.25,walking
-1.054,-10.578,-10.185,-0.0335083,-0.67440796,1.1327667,13.75,39.375,-32.75,walking
-3.213,-6.831,-6.457,1.8772583,3.0636597,-0.99935913,15.375,40.375,-30.9375,walking
-3.084,-16.575,5.31,3.2151794,3.7975922,-1.4847565,15.9375,39.25,-31.375,walking
17.107,-24.706,16.38,2.455368,1.7731171,-1.2662811,15.375,39.4375,-31.375,walking
-2.849,-3.222,-3.834,-1.1052856,-3.4959106,1.3635864,11,38.375,-34.375,walking
-1.954,-2.768,-2.911,-1.3327484,-3.5046692,0.61276245,13.5625,39.625,-32.25,walking
1.218,-3.514,-2.848,-0.32667542,-3.358551,1.0676727,12.375,39.4375,-32.9375,walking
0.773,-8.133,0.544,-0.06317139,-1.2926483,0.51338196,18.6875,41.8125,-25.875,walking
0.672,-10.167,-0.216,0.03475952,-1.9438629,0.73057556,15.875,41.375,-26.6875,walking
-1.121,-19.81,-6.194,-0.48924255,-1.637497,0.37496948,22.375,42.8125,-20.375,walking
3.75,-14.991,-1.69,0.16798401,-0.48864746,0.09262085,19.5,45.1875,-19.5625,walking
1.361,-14.603,-5.753,-0.07574463,0.5756836,-0.14587402,20.8125,45.875,-17,walking
2.778,-15.493,13.93,0.62176514,3.0892181,-0.91204834,16.3125,47.625,-17.0625,walking
5.946,-11.535,0.41,-0.07307434,1.7722473,-0.6993103,18.625,46.75,-16.375,walking
7.248,-12.78,2.042,0.64445496,2.3686676,-0.22363281,17.5,46.9375,-16.8125,walking
2.012,-10.832,0.869,1.2338562,2.0703278,0.4673767,19,46.75,-15.75,walking
-3.352,-10.64,5.095,0.35227966,2.7221985,-1.1569824,15.375,46.875,-18.5,walking
1.673,-5.366,0.525,-3.444641,-1.1279297,-0.70248413,16.125,44.9375,-24.4375,walking
5.161,-7.716,0.706,-2.2556763,-1.832367,0.118255615,13.125,41.375,-29.4375,walking
5.214,-17.79,-3.705,-1.339447,-1.6864929,0.3840332,17.25,42,-27.9375,walking
-2.284,-6.687,-9.826,0.687088,1.4290009,-0.10054016,15.9375,43.125,-26.0625,walking
-1.059,-2.452,-9.86,2.0461884,2.5821228,-0.2558899,19,39,-29.875,walking
-4.227,-8.013,5.085,3.3033752,3.7785645,-1.5707855,17.5,38.8125,-31.875,walking
13.833,-23.433,18.026,1.2991943,0.6246643,-0.49736023,15.6875,38.1875,-32.75,walking
-3.39,-3.433,-3.37,-2.1569824,-3.4969177,1.1408234,15.6875,39.625,-31.0625,walking
-2.552,-5.314,-3.614,-1.2205658,-3.0493622,0.11065674,15.3125,40.1875,-31.125,walking
1.141,-3.639,-3.452,-0.28118896,-3.1684418,1.036087,14.375,40.1875,-30.3125,walking
1.046,-9.071,-1.178,0.15162659,-2.2016907,1.4178314,17.6875,43.3125,-23.8125,walking
2.821,-15.594,-0.106,-0.26997375,-1.1931763,-0.058807373,20.0625,43.75,-22.0625,walking
2.185,-14.68,-7.491,0.22225952,1.033905,-0.06350708,22.625,45.75,-15.1875,walking
-0.533,-13.813,9.842,0.4060669,2.0606232,-0.5822754,20.4375,46.5,-15.1875,walking
6.214,-12.296,-2.016,-0.069885254,1.1813812,-0.31243896,18.3125,46.6875,-16.0625,walking
6.693,-11.775,1.764,0.7138672,2.225357,0.2832489,19.1875,47.25,-14.5,walking
2.414,-10.286,-1.547,1.3367767,2.8120422,-0.16163635,19.5,46.875,-15.8125,walking
-1.346,-8.429,2.319,-0.9351654,0.565979,-0.5704651,19.0625,47.0625,-17.75,walking
