Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,Lable
-2.318,-2.777,-8.97,0.006164551,0.004806519,0.024307251,-13.5,31.125,36.375,sitting
-2.332,-2.773,-8.984,0.009841919,0.009918213,0.04284668,-13.5,32.0625,36.5625,sitting
-2.447,-2.926,-8.941,-0.01878357,-0.05747986,-0.059402466,-12.75,30.125,35.5625,sitting
-2.433,-2.907,-8.903,-0.007827759,-0.004135132,-0.026855469,-13.0625,31.5625,36.25,sitting
-2.5,-2.859,-8.912,0.023239136,0.018127441,0.077682495,-12.0625,30.9375,35.125,sitting
-2.538,-2.954,-8.869,-0.009658814,-0.001922607,0.013046265,-12.1875,31.125,35.1875,sitting
-2.61,-2.849,-8.883,-0.002319336,-0.015136719,-0.022781372,-12.5625,31.3125,35.5625,sitting
-2.548,-2.854,-8.888,-0.015838623,-0.01939392,-0.050308228,-12.3125,31.0625,36.0625,sitting
-2.5,-2.863,-8.907,0.020401001,0.027740479,0.06259155,-12.1875,31.6875,35.625,sitting
-2.428,-2.93,-8.898,-0.023101807,-0.04298401,-0.06185913,-12.75,30.1875,35.3125,sitting
-2.289,-2.897,-8.974,-0.002227783,0.13136292,0.027526855,-12.375,30.1875,34.6875,sitting
-2.61,-2.964,-8.883,-0.049224854,-0.061157227,-0.109298706,-12.5,30.75,36,sitting
-2.576,-2.83,-8.898,0.006393433,-0.012878418,0.034439087,-12.3125,31.5625,36.25,sitting
-2.538,-2.82,-8.898,-9.16E-05,-0.000213623,-0.006210327,-12.1875,30.5625,36,sitting
-2.533,-2.816,-8.898,-0.001724243,0.003356934,0.007034302,-11.9375,30.5625,35.3125,sitting
-2.682,-2.816,-8.922,-0.030410767,-0.080444336,-0.06867981,-11.9375,30.5625,34.625,sitting
-2.849,-3.036,-9.075,0.00390625,0.04676819,-0.008773804,-11.125,32.5,35.625,sitting
-2.658,-2.863,-8.845,0.012771606,0.010986328,0.02154541,-11.125,31.875,35.625,sitting
-2.595,-2.859,-8.883,0.005813599,0.030410767,0.03314209,-11.875,31.4375,35.75,sitting
-2.562,-2.868,-8.883,-0.006347656,0.002471924,-0.007980347,-11.5,30.5,35.0625,sitting
-2.562,-2.854,-8.888,0.001907349,-0.002929688,-0.010467529,-12.375,31.5625,35.625,sitting
-2.538,-2.873,-8.903,0.02670288,0.029830933,0.09265137,-11.9375,31.75,35.625,sitting
-2.533,-2.863,-8.869,0.000137329,-0.006958008,-0.011947632,-12.1875,31.6875,35.9375,sitting
-2.552,-2.835,-8.898,0.012924194,0.019165039,0.05467224,-12.3125,31.6875,35.6875,sitting
-2.548,-2.859,-8.883,-0.035720825,-0.043258667,-0.1427002,-12.6875,29.875,34.8125,sitting
-2.548,-2.854,-8.879,-0.008666992,-0.004364014,-0.026489258,-12.1875,30.375,35.5625,sitting
-2.528,-2.835,-8.898,-0.019485474,-0.013793945,-0.06277466,-12.125,31.3125,35.8125,sitting
-2.658,-2.82,-8.879,0.005386353,0.00894165,0.014511108,-11.875,30.5,35.0625,sitting
-2.586,-2.844,-8.883,0.015106201,0.009094238,0.02720642,-11.75,31.0625,35,sitting
-2.576,-2.83,-8.883,-0.027786255,-0.040405273,-0.08633423,-10.9375,29.125,34.8125,sitting
-2.571,-2.84,-8.898,0.007949829,0.013473511,0.029174805,-11.875,31.5625,35.625,sitting
-2.581,-2.825,-8.888,0.009063721,0.017684937,0.049865723,-12,31.5,35.4375,sitting
-2.576,-2.849,-8.898,0.018356323,0.02180481,0.072128296,-11.3125,30.75,35.625,sitting
-2.548,-2.844,-8.874,-0.007278442,-0.012695313,-0.016830444,-12.1875,31.25,36.125,sitting
-2.557,-2.811,-8.903,-0.007995606,-0.010971069,-0.037200928,-12.1875,30.75,35,sitting
-2.567,-2.84,-8.898,-0.006103516,-0.004318237,-0.024032593,-11.875,30.75,35.375,sitting
-2.552,-2.854,-8.903,0.013702393,0.022094727,0.039016724,-12.3125,31.125,35.75,sitting
-2.591,-2.849,-8.869,-0.014129639,-0.007965088,-0.0362854,-11.75,30.5,35.25,sitting
-2.557,-2.844,-8.903,-0.007217407,-0.000534058,-0.010238647,-11.5625,30.0625,35,sitting
-2.576,-2.83,-8.879,-0.01576233,-0.01637268,-0.04927063,-11.5625,30.3125,35.5625,sitting
-2.552,-2.83,-8.898,-0.003356934,-0.011398315,-0.021316528,-12.125,30.375,35.1875,sitting
-2.586,-2.82,-8.883,0.002700806,0.003845215,0.013015747,-11.9375,30.75,34.75,sitting
-2.557,-2.84,-8.874,-0.001800537,-0.003128052,-0.005401611,-12.375,30.9375,35.9375,sitting
-2.552,-2.859,-8.898,0.017547607,0.026321411,0.06768799,-12.0625,31.375,35.125,sitting
-2.548,-2.83,-8.903,-0.004211426,-0.009994507,-0.02482605,-11.75,30.3125,35.375,sitting
-2.562,-2.84,-8.907,0.007873535,0.007156372,0.027679443,-12.375,31.25,35.1875,sitting
-2.562,-2.835,-8.888,-0.007766724,-0.010147095,-0.032180786,-12.0625,30.875,35.3125,sitting
-2.552,-2.83,-8.912,-0.005569458,-0.007202148,-0.013458252,-12,31.0625,35.5625,sitting
-2.543,-2.83,-8.903,-0.002136231,-0.002288818,-0.010101318,-11.6875,30.3125,35.125,sitting
-2.552,-2.844,-8.941,-0.0050354,-0.007675171,-0.018234253,-12.3125,30.9375,35.375,sitting
-2.567,-2.83,-8.893,-0.032348633,-0.035186768,-0.11407471,-12.125,30.375,36.0625,sitting
-2.552,-2.83,-8.893,0.026901245,0.025772095,0.085876465,-11.5625,30.9375,35.375,sitting
-2.567,-2.83,-8.893,0.01171875,0.013717651,0.03794861,-12.125,31.125,35.5625,sitting
-2.538,-2.849,-8.888,0.025039673,0.029006958,0.092315674,-12,30.9375,35.375,sitting
-2.557,-2.854,-8.893,0,0,0,-12,30.875,35.4375,sitting
-2.567,-2.825,-8.888,-0.013381958,-0.01902771,-0.051940918,-12.3125,30.375,35.25,sitting
-2.548,-2.835,-8.879,-0.01348877,-0.015518189,-0.053344727,-11.5625,29.75,35.125,sitting
-2.557,-2.84,-8.888,-0.016281128,-0.012329102,-0.042236328,-12.1875,29.875,35.8125,sitting
-2.557,-2.84,-8.874,0.016937256,0.017196655,0.051101685,-12.1875,30.5,35.5625,sitting
-2.552,-2.83,-8.888,0.004364014,0.006286621,0.018157959,-11.5625,29.8125,35,sitting
-2.543,-2.844,-8.883,-0.019927979,-0.017669678,-0.064575195,-12.5,30.5,35.3125,sitting
-2.533,-2.82,-8.903,0.014572144,0.018676758,0.045898438,-11.75,30.5,34.625,sitting
-2.528,-2.825,-8.903,-0.001647949,-0.003005981,-0.002990723,-11.9375,30.6875,35.5625,sitting
-2.538,-2.84,-8.903,0,0,0,-11.9375,29.75,35.125,sitting
-2.533,-2.835,-8.859,-0.003265381,-0.003036499,-0.010635376,-12.3125,30.375,35.75,sitting
-2.533,-2.835,-8.922,-0.034072876,-0.039749146,-0.11859131,-11.9375,29.75,36.1875,sitting
-2.519,-2.811,-8.917,0.00428772,0.004318237,0.012435913,-12,30.375,35.9375,sitting
-2.533,-2.854,-8.898,0.002548218,0.00340271,-0.006103516,-12.1875,30.9375,36.1875,sitting
-2.509,-2.816,-8.917,-0.005203247,-0.002655029,-0.012130737,-12.1875,30.3125,35.5625,sitting
-2.495,-2.82,-8.917,-0.018676758,-0.021392822,-0.067337036,-11.75,29.5625,34.8125,sitting
-2.538,-2.82,-8.888,-0.008224487,-0.005935669,-0.020462036,-12.375,30.4375,35.0625,sitting
-2.504,-2.83,-8.893,0.000534058,3.05E-05,0.01020813,-12.1875,30.0625,34.9375,sitting
-2.495,-2.816,-8.893,0.005081177,-0.00466919,0.003723145,-12.375,30.75,36,sitting
-2.509,-2.844,-8.926,-0.02218628,-0.03062439,-0.0849762,-12.5625,30.125,35.75,sitting
-2.509,-2.816,-8.883,-0.005859375,-0.007629395,-0.022598267,-12.125,29.875,35.3125,sitting
-2.5,-2.84,-8.922,0.011581421,0.012832642,0.03744507,-12.1875,30.375,35.25,sitting
-2.83,-2.83,-8.912,-0.021514893,-0.02418518,-0.091033936,-12.5625,30.0625,35.4375,sitting
-2.504,-2.806,-8.917,-0.028762817,-0.026138306,-0.1000824,-12.375,29.6875,35.625,sitting
-2.543,-2.801,-8.917,-0.00352478,-0.016464233,-0.010787964,-12.375,30.375,35.75,sitting
-2.509,-2.83,-8.907,0.006668091,0.011520386,0.021972656,-12.5,30.125,35.3125,sitting
-2.548,-2.83,-8.917,0.021606445,0.018173218,0.06889343,-11.875,31.0625,35.1875,sitting
-2.552,-2.806,-8.903,-0.019882202,-0.018127441,-0.05958557,-12.5625,29.6875,35.3125,sitting
-2.528,-2.825,-8.893,-0.002349854,-0.004486084,-0.015197754,-12,29.375,35.125,sitting
-2.533,-2.82,-8.893,-0.012710571,-0.019577026,-0.05722046,-12.5,30.0625,35,sitting
-2.538,-2.811,-8.912,-0.00730896,-0.012496948,-0.03060913,-12.1875,29.5,34.5625,sitting
-2.552,-2.806,-8.917,0.014434814,0.015029907,0.04876709,-11.9375,30.6875,35.375,sitting
-2.562,-2.811,-8.907,0.007995606,0.003036499,0.025939941,-12.0625,30.375,35.25,sitting
-2.538,-2.796,-8.903,-0.002258301,0.002944946,-0.019760132,-11.5625,30.125,36,sitting
-2.533,-2.816,-8.907,-0.011123657,-0.014251709,-0.040283203,-12.75,29.9375,35.25,sitting
-2.533,-2.835,-8.917,-0.00378418,-0.006607056,-0.016036987,-11.9375,29.6875,35,sitting
-2.519,-2.83,-8.912,-0.017745972,-0.016555786,-0.055282593,-12.125,29.6875,35.125,sitting
-2.519,-2.816,-8.922,-0.004180908,-0.004074097,-0.020004272,-12.5,29.75,35.125,sitting
-2.485,-2.811,-8.922,-0.011535645,-0.009429932,-0.037368774,-11.875,29.9375,35.5625,sitting
-2.557,-2.854,-8.907,-0.021987915,-0.024032593,-0.07878113,-12.3125,30.75,35.75,sitting
-2.595,-2.792,-8.85,0.025619507,0.027114868,0.086380005,-11.875,30.125,34.8125,sitting
-2.567,-2.825,-8.893,-0.009048462,-0.0131073,-0.03475952,-11.875,30.0625,35.5,sitting
-2.571,-2.811,-8.845,-0.02154541,-0.028808594,-0.07736206,-12.125,29.6875,35.4375,sitting
-2.595,-2.84,-8.893,-0.001846314,0.000564575,0.008300781,-11.75,30.3125,34.5625,sitting
-2.524,-2.82,-8.912,0.022476196,0.053833008,0.08578491,-12.3125,30.3125,35.125,sitting
-2.562,-2.84,-8.893,0.009643555,0.006271362,0.025421143,-12.375,29.875,34.75,sitting
-2.538,-2.84,-8.917,0.001068115,-0.00239563,-0.007614136,-11.9375,30.1875,35.125,sitting
-2.519,-2.835,-8.903,-0.021026611,-0.019424438,-0.052627563,-12.125,29.75,34.9375,sitting
-2.495,-2.84,-8.926,-0.018203735,-0.020950317,-0.05155945,-12.375,29.875,35,sitting
-2.519,-2.825,-8.936,0.004730225,0.011795044,0.013534546,-12.5625,30.3125,34.8125,sitting
-2.514,-2.82,-8.912,0.015960693,0.018051147,0.054275513,-11.5,29.875,34.5,sitting
-2.528,-2.816,-8.922,0.001327515,-0.003875732,0.006164551,-12.5625,29.875,35.125,sitting
-2.519,-2.84,-8.903,0.013137817,0.012924194,0.028900146,-12.75,30.5,35.75,sitting
-2.524,-2.816,-8.931,0.0128479,0.021575928,0.050064087,-12.125,30.375,35.5625,sitting
-2.524,-2.844,-8.903,0.006607056,0.004608154,0.016479492,-12.1875,29.6875,34.8125,sitting
-2.538,-2.806,-8.903,0.003433228,-0.003356934,0.004348755,-12.3125,30.5,35.375,sitting
-2.528,-2.816,-8.917,-0.004928589,-0.008956909,-0.022994995,-12.1875,30.1875,35.4375,sitting
-2.5,-2.95,-8.888,-0.007492065,-0.013580322,-0.03224182,-12.1875,29.3125,34.75,sitting
-2.495,-2.873,-8.907,-0.026535034,-0.046905518,-0.08161926,-12.5625,29.9375,35.3125,sitting
-2.524,-2.859,-8.907,-0.019500732,-0.027893066,-0.07862854,-12.875,29.5,34.5625,sitting
-2.533,-2.878,-8.912,0.011856079,0.014648438,0.0496521,-12.1875,30.5,35.5625,sitting
-2.528,-2.859,-8.931,-0.01449585,-0.012695313,-0.019363403,-12,29.6875,35.375,sitting
-2.538,-2.844,-8.893,-0.015823364,0.002532959,-0.043792725,-12.6875,29.6875,35.25,sitting
-2.481,-2.825,-8.898,-0.011657715,-0.016998291,-0.052230835,-12.3125,29.5625,35.375,sitting
-2.509,-2.801,-8.936,-0.000778198,0.00517273,0.012054443,-12.375,29.6875,34.75,sitting
-2.524,-2.83,-8.926,-0.004394531,-0.004425049,-0.021514893,-12.375,29.875,34.9375,sitting
-2.514,-2.84,-8.907,0.008468628,0.011062622,0.025680542,-11.9375,28.875,35,sitting
-2.5,-2.796,-8.898,-0.00088501,-0.001480103,-0.010375977,-12.125,29.5,34.75,sitting
-2.548,-2.825,-8.903,-0.007095337,-0.00769043,-0.047729492,-12.75,29.6875,35.1875,sitting
-2.514,-2.825,-8.893,-0.009490967,-0.01512146,-0.024337769,-12.0625,29.375,35.125,sitting
-2.538,-2.816,-8.912,0.009521484,0.007537842,0.0315094,-12.375,29.875,34.9375,sitting
-2.509,-2.811,-8.898,-0.009902954,-0.007659912,-0.023040771,-12,29.3125,35.0625,sitting
-2.514,-2.84,-8.907,-0.003677368,-0.000366211,-0.002716065,-12.125,29.5,35.375,sitting
-2.504,-2.825,-8.922,0.006973267,0.005722046,0.00793457,-12.375,29.375,33.9375,sitting
-2.528,-2.82,-8.917,-0.024871826,-0.025726318,-0.07337952,-12.9375,29.5,35.8125,sitting
-2.519,-2.825,-8.893,-0.01713562,-0.017089844,-0.05709839,-12.6875,29.6875,35.25,sitting
-2.509,-2.792,-8.888,-0.002288818,0.007156372,0.013778687,-12.75,29.75,34.625,sitting
-2.49,-2.806,-8.912,0.019515991,0.019470215,0.060943604,-11.6875,29.875,35.375,sitting
-2.466,-2.801,-8.922,0.002883911,0.008682251,0.01838684,-12.5,29.3125,35.1875,sitting
-2.519,-2.82,-8.917,0.004318237,0.008987427,0.010925293,-12.125,29.125,34.9375,sitting
-2.538,-2.806,-8.917,0.002883911,-0.007888794,0.010971069,-11.5,28.9375,34.6875,sitting
-2.504,-2.811,-8.912,0.024261475,0.039367676,0.08477783,-12.1875,29.6875,34.5625,sitting
-2.557,-2.806,-8.922,-0.021331787,-0.028045654,-0.08518982,-12.5,28.8125,35,sitting
-2.495,-2.806,-8.922,-0.004806519,-0.000427246,-0.007461548,-12.6875,29.5625,34.8125,sitting
-2.495,-2.83,-8.922,0.029205322,0.032836914,0.107406616,-11.9375,30.125,34.75,sitting
-2.5,-2.811,-8.888,-0.00592041,-0.008804321,-0.037368774,-12.6875,29.125,34.625,sitting
-2.509,-2.825,-8.926,-0.023712158,-0.023635864,-0.08291626,-12.75,28.8125,34.8125,sitting
-2.481,-2.825,-8.926,0.010223389,0.010665894,0.038864136,-12.25,29.6875,35.1875,sitting
-2.504,-2.806,-8.912,0.013305664,0.016799927,0.04600525,-12.1875,30.3125,35.125,sitting
-2.481,-2.806,-8.926,0.010238647,0.006103516,0.031814575,-12.125,29.9375,35.8125,sitting
-2.495,-2.84,-8.907,0.01625061,0.019119263,0.061050415,-12.125,30.0625,35,sitting
-2.519,-2.806,-8.917,-0.005218506,-0.010345459,-0.020996094,-12.125,28.9375,34.8125,sitting
-2.49,-2.816,-8.941,-0.00743103,-0.009048462,-0.02784729,-12.75,29.375,35,sitting
-2.528,-2.83,-8.888,-0.016738892,-0.012405396,-0.04322815,-12.125,28.75,34.8125,sitting
-2.514,-2.792,-8.898,-0.014801025,-0.022827148,-0.035354614,-11.9375,29.1875,34.8125,sitting
-2.49,-2.811,-8.903,0.006637573,0.004333496,0.021972656,-12.125,29.875,36,sitting
-2.49,-2.859,-8.922,-0.020111084,-0.027786255,-0.0887146,-13,29.375,35.125,sitting
-2.485,-2.811,-8.922,-0.017364502,-0.016189575,-0.04437256,-12.5625,28.875,35.1875,sitting
-2.481,-2.82,-8.922,0.023971558,0.026672363,0.07394409,-12.5,29.9375,35.1875,sitting
-2.495,-2.801,-8.946,-0.000671387,-0.002639771,-0.004547119,-12.3125,29.375,35.125,sitting
-2.49,-2.796,-8.917,0.004058838,0.002334595,0.018356323,-12.1875,29.375,35,sitting
-2.471,-2.816,-8.922,0.003509522,-0.001708984,0.005691528,-12.375,29.5,34.9375,sitting
-2.481,-2.82,-8.912,0.025985718,0.026184082,0.091049194,-12.3125,28.75,34.8125,sitting
-2.5,-2.801,-8.907,0.007873535,0.006088257,0.022140503,-12,28.75,34.75,sitting
-2.538,-2.806,-8.903,0.00390625,-0.002136231,-0.005279541,-12.6875,29.375,34.5,sitting
-2.495,-2.811,-8.912,-0.002487183,-0.003463745,-0.013198853,-12.125,29.75,35.1875,sitting
-2.567,-2.835,-8.907,-0.010925293,-0.003967285,-0.02407837,-12.5,28.8125,34.9375,sitting
-2.485,-2.753,-8.95,-0.003417969,-0.014251709,-0.040115356,-12.6875,29.1875,34.5625,sitting
-2.504,-2.816,-8.912,-0.01852417,-0.024765015,-0.07119751,-12.375,28.375,34.375,sitting
-2.5,-2.787,-8.893,0.007293701,0.01449585,0.055725098,-12.3125,29.3125,34.6875,sitting
-2.519,-2.811,-8.917,0.0320282,0.032409668,0.119155884,-11.9375,29.9375,35.75,sitting
-2.533,-2.744,-8.912,-0.014373779,-0.01586914,-0.053970337,-12.3125,29.1875,34.9375,sitting
-2.481,-2.816,-8.912,-0.011627197,-0.014862061,-0.04675293,-12.5,29,34.5,sitting
-2.524,-2.768,-8.912,-0.032058716,-0.037261963,-0.09391785,-13.125,29,35.125,sitting
-2.528,-2.801,-8.922,0.028457642,0.055892944,0.09283447,-12,29.5625,35.375,sitting
-2.481,-2.811,-8.931,0.004928589,0.004211426,0.028930664,-12.5625,29,35,sitting
-2.504,-2.806,-8.912,0.016159058,0.016571045,0.055511475,-12.3125,29.5625,34.9375,sitting
-2.481,-2.796,-8.941,-0.014404297,-0.011535645,-0.068862915,-12.1875,28.75,34.875,sitting
-2.471,-2.816,-8.926,0.001541138,-0.003890991,-0.00189209,-12.75,29.1875,34.75,sitting
-2.433,-2.787,-8.946,-0.022979736,-0.028320313,-0.076431274,-12,28.5,34.625,sitting
-2.524,-2.801,-8.922,0.013137817,0.023361206,0.051818848,-11.875,29.6875,35.375,sitting
-2.5,-2.801,-8.907,0.004074097,-0.002075195,0.010574341,-12.1875,28.9375,34.625,sitting
-2.509,-2.796,-8.898,0.002441406,-0.01234436,0.013748169,-12.1875,29.3125,34.75,sitting
-2.49,-2.806,-8.922,0.008041382,0.012176514,0.033111572,-11.875,29.375,35.5,sitting
-2.485,-2.792,-8.912,0.014587402,-0.000839233,0.037887573,-12.375,30.125,35.1875,sitting
-2.504,-2.806,-8.912,0.026992798,0.034698486,0.10864258,-11.75,29.375,34.8125,sitting
-2.481,-2.796,-8.941,0.022491455,0.026245117,0.07336426,-12.1875,29.5,34.5625,sitting
-2.519,-2.806,-8.931,-0.010574341,-0.017211914,-0.0415802,-12.125,28.3125,34.75,sitting
-2.476,-2.792,-8.917,-0.005203247,-0.008483887,-0.014709473,-12.8125,28.3125,34.625,sitting
-2.49,-2.777,-8.922,-0.034561157,-0.036697388,-0.10664368,-12.5,28.5625,34.0625,sitting
-2.495,-2.806,-8.931,0.013626099,0.015060425,0.05067444,-12.4375,29.3125,34.9375,sitting
-2.461,-2.806,-8.926,0,0,0,-12.5,28.875,34.75,sitting
-2.452,-2.782,-8.936,0.011123657,0.000518799,0.030899048,-11.625,29.375,34.75,sitting
-2.519,-2.816,-8.922,-0.003814697,0.001312256,-0.006317139,-12.125,28.75,34.625,sitting
-2.509,-2.816,-8.898,0.000228882,0.004440308,0.005310059,-12.0625,29.375,34.9375,sitting
-2.5,-2.792,-8.912,-0.004013062,-0.010879517,-0.036743164,-12.9375,28.875,35.125,sitting
-2.495,-2.806,-8.941,-0.016448975,-0.01876831,-0.05583191,-12.6875,28.75,34.625,sitting
-2.5,-2.811,-8.926,-0.001174927,-0.000961304,-0.014511108,-12.5625,30.125,35.75,sitting
-2.49,-2.796,-8.922,0.003158569,0.007537842,0.009841919,-12.375,29.125,34.8125,sitting
-2.519,-2.806,-8.926,0.006088257,0.000762939,0.015213013,-12.6875,28.9375,34.9375,sitting
-2.509,-2.773,-8.922,0.030197144,0.03286743,0.106048584,-12.5,30.375,35.375,sitting
-2.49,-2.782,-8.922,0.004135132,0.011291504,0.030349731,-12.1875,28.9375,34.9375,sitting
-2.509,-2.777,-8.931,-0.014083862,-0.014465332,-0.048477173,-12.5625,28.1875,34.6875,sitting
-2.61,-2.84,-8.864,0.015350342,0.024093628,0.034805298,-11.8125,28.8125,34,sitting
-2.213,-3.309,-9.185,0.1026001,0.15611267,-0.10493469,-13.25,30,33.875,sitting
-9.65,-3.763,-8.821,0.64608765,-1.4546204,-1.9145966,30.9375,27.6875,18.5,sitting
0.802,3.161,12.144,-0.45681763,-0.3869934,-0.37202454,-6.1875,3.75,-48.6875,Running
-8.453,0.198,4.521,-1.870285,1.709671,0.8057251,33.4375,29.8125,-23.625,Running
1.05,3.931,6.114,0.43191528,-0.020370483,-1.015625,-27.8125,3.3125,-43.75,Running
0.687,6.19,6.808,0.023330688,-0.2485199,-0.40345764,-22.3125,-13.375,-49.125,Running
1.227,3.879,10.508,0.027374268,-0.798584,0.32962036,-39.875,-14.4375,-31.75,Running
1.06,-8.812,2.673,-0.8304901,1.2720337,0.6417694,-14.4375,45,16.5,Running
11.053,-10.751,0.912,0.3313141,-1.075119,-2.1235962,-13.25,42.5625,21.375,Running
1.864,2.524,9.015,0.66877747,0.3257599,0.1616211,-28.8125,-31.375,-28.375,Running
1.998,0.969,9.321,-0.62342834,0.45587158,0.21669006,-28.4375,-25.8125,-33.75,Running
7.794,4.989,-1.585,-1.8349304,-0.9987793,-0.31584167,-15.375,-47.5625,2.8125,Running
4.487,9.847,0.033,-0.031417847,0.30915833,-0.017471313,8.5625,-50.125,-5.3125,Running
-0.638,9.44,4.08,0.29847717,0.029266357,-1.991272,34,-25.1875,-30.5,Running
-6.922,6.731,0.726,0.19702148,0.97416687,-0.11260986,49.625,-19.1875,8.8125,Running
-5.194,6.65,0.769,0.39997864,-0.14729309,0.043945313,49.5,-13.8125,14.9375,Running
-5.5,5.874,-0.767,0.7345886,-0.069885254,0.5614624,42.6875,-15.3125,27,Running
-9.793,5.08,2.223,-0.97776794,0.61776733,-1.0918579,48.4375,-5.4375,21.9375,Running
-1.389,8.392,0.639,-0.2861786,-0.36608887,0.07374573,36.625,-38.6875,10.125,Running
-2.447,9.698,1.362,-0.08935547,0.092544556,-0.03062439,27,-46.4375,8.5625,Running
3.127,6.765,0.257,-0.40934753,0.054626465,0.37709045,16.75,-51.5,1.8125,Running
-3.907,9.071,1.664,0.291687,1.2421112,0.098464966,-12.3125,-28.4375,41.875,Running
9.22,0.041,6.598,0.0881958,-0.88497925,0.5312195,-8.9375,-48.6875,11.3125,Running
0.663,18.849,3.401,2.5420074,-6.82045,-4.0059204,2,-49.5625,11.5,Running
1.639,15.212,-4.634,-0.7416382,2.932785,-0.34632874,-0.375,-35.875,36.625,Running
1.184,-3.605,-4.174,-1.9695587,-1.6869965,0.31417847,4.375,-51.0625,5.375,Running
-0.906,13.091,7.196,0.8945923,6.354828,-1.6472168,-0.8125,-45.5625,21.25,Running
5.166,19.978,8.373,0.6847229,0.5491638,-0.01499939,-9.0625,-39.3125,31.125,Running
3.032,8.607,-2.887,-0.5035858,-4.603058,-0.101119995,1.5,-51.5625,1.9375,Running
-5.783,12.441,-2.509,0.8851776,5.4495544,-1.3246918,-3.875,-45.3125,23.0625,Running
4.348,22.06,7.292,-2.0396118,-1.5658875,2.4695435,-4.625,-43.125,27.75,Running
1.74,-9.468,4.832,-0.12564087,-1.6180878,0.72895813,-1.6875,-49,13.125,Running
4.956,21.902,4.435,3.0156097,-4.0745697,-3.9967957,5.4375,-47.8125,10.8125,Running
0.319,2.759,-4.332,-1.221405,2.8816833,-0.54600525,0.25,-33.875,35.625,Running
-1.619,-6.773,6.416,-1.3593903,-1.4546967,0.09567261,4.75,-49.0625,4.5,Running
-2.83,9.052,-0.585,0.6384735,1.9762726,-0.5275116,7.1875,-43.3125,20.625,Running
5.386,16.121,11.259,-1.3664398,-1.5808258,3.0970764,5.1875,-39.4375,27.875,Running
-0.203,9.459,10.106,-3.593277,1.2659302,2.0285187,14.0625,-47.3125,4.625,Running
0.525,-3.366,-1.437,1.0422516,2.9284363,-0.33235168,10.5625,-35.875,31.4375,Running
-7.951,12.369,1.367,1.935852,-0.7737427,-0.8010254,9.375,-45.3125,15.875,Running
-1.504,18.337,3.415,1.507721,-0.42564392,-2.3059845,11.9375,-46.6875,9.6875,Running
3.132,15.269,-5.715,-0.78344727,2.32872,0.23431396,11.5,-36,31.6875,Running
1.223,-6.525,-2.303,-1.7270203,-1.8967896,0.029067993,12.3125,-46.9375,-3.25,Running
1.333,14.8,4.243,0.24305725,4.488617,-1.559906,10.125,-44.3125,17.8125,Running
2.175,21.29,2.061,1.1033936,1.9416199,-0.79429626,7.5625,-38.25,31.0625,Running
1.275,-5.797,-1.456,-3.879242,0.14730835,0.6622009,13.625,-47.5,1.125,Running
0.199,18.767,6.253,2.1922913,-2.730484,-2.414917,14.625,-46.0625,8.375,Running
0.018,3.199,-1.671,-2.0321198,2.9592285,-0.3373108,5.0625,-35.3125,34.375,Running
-1.672,-5.965,0.816,-2.3076935,-1.1617126,0.446167,14.125,-48.4375,-1.0625,Running
-2.974,21.802,5.794,1.4001617,-0.51208496,-1.7633972,14.8125,-45.5625,10.0625,Running
-1.806,3.62,-0.14,-0.9317169,2.065384,0.43391418,7,-35.4375,33.5625,Running
0.171,-5.089,1.664,-1.2468567,-3.0852509,0.56243896,14.6875,-47.875,-2.8125,Running
-0.494,18.097,-1.413,1.1098785,-1.666275,-1.324585,13.875,-46.25,8.875,Running
0.878,1.84,-1.25,-1.5819702,2.2162323,0.13397217,9.375,-34.5,33.75,Running
-1.002,-5.242,3.09,-2.2322083,-1.9031677,0.36817932,13.5,-47.25,-2.3125,Running
-4.017,20.16,10.101,1.6582031,-2.2694092,-2.4796295,14.3125,-45.5,9.3125,Running
0.271,8.162,-6.486,-1.7552338,2.8082123,-0.290802,7.1875,-34.25,34.3125,Running
-1.519,-6.309,0.095,-2.279358,-1.4839172,0.621048,15.6875,-46.875,-1.5625,Running
5.841,17.332,11.25,1.8109283,0.10479736,-2.0674896,12.25,-46.25,10.3125,Running
7.009,-30.794,5.54,1.8735352,1.8114471,-0.45887756,11.9375,-38.8125,27.125,Running
-0.246,0.49,-4.227,0.32740784,-3.5481415,-1.2779846,15.6875,-46.625,-0.3125,Running
-2.907,9.808,3.86,0.17269897,4.1071014,-0.7483368,12.5,-42.375,18.6875,Running
4.716,18.619,7.407,-2.4612122,-0.83026123,2.8453217,8.125,-40.8125,25.3125,Running
2.151,9.138,-4.94,1.157898,-5.376526,-1.6833496,16.875,-46.625,-2.6875,Running
-3.514,9.99,0.639,0.18545532,3.2700195,-0.6424408,13.9375,-41.8125,19.9375,Running
0.08,22.251,-4.136,-0.7996826,-1.4142609,2.4186707,10.9375,-41.375,22.625,Running
1.084,10.033,25.353,1.8448486,-5.697098,-1.6690521,15.0625,-46.75,2.8125,Running
-4.419,9.808,2.185,0.277771,3.7514038,-0.7614746,8.5625,-40.375,26.5,Running
0.754,19.437,0.443,0.2064209,-0.26487732,1.0477448,9.6875,-39.375,25.8125,Running
2.065,9.387,8.866,-1.2414093,-4.0539703,1.6282043,16.4375,-47.0625,3,Running
3.496,-3.414,1.501,0.94285583,5.5004272,-1.4631348,7.125,-35.5,32.75,Running
