Timestamp,Date,Time,Actitivty,Percentage
1511542519,11/24/2017,9:55 PM,On foot,0.31
1511542519,11/24/2017,9:55 PM,Walking,0.31
1511542519,11/24/2017,9:55 PM,Still,0.21
1511542519,11/24/2017,9:55 PM,Unknown Activity,0.21
1511542519,11/24/2017,9:55 PM,In a vehicle,0.09
1511542519,11/24/2017,9:55 PM,On a bicycle,0.06
1511542519,11/24/2017,9:55 PM,Running,0.05
1511542558,11/24/2017,9:55 PM,Still,0.29
1511542558,11/24/2017,9:55 PM,On foot,0.19
1511542558,11/24/2017,9:55 PM,Walking,0.19
1511542558,11/24/2017,9:55 PM,Unknown Activity,0.18
1511542558,11/24/2017,9:55 PM,In a vehicle,0.13
1511542558,11/24/2017,9:55 PM,On a bicycle,0.05
1511542558,11/24/2017,9:55 PM,Running,0.04
1511542584,11/24/2017,9:56 PM,On foot,0.28
1511542584,11/24/2017,9:56 PM,Walking,0.28
1511542584,11/24/2017,9:56 PM,Unknown Activity,0.22
1511542584,11/24/2017,9:56 PM,Still,0.21
1511542584,11/24/2017,9:56 PM,In a vehicle,0.1
1511542584,11/24/2017,9:56 PM,On a bicycle,0.06
1511542584,11/24/2017,9:56 PM,Running,0.05
1511542588,11/24/2017,9:56 PM,On foot,0.82
1511542588,11/24/2017,9:56 PM,Walking,0.82
1511542588,11/24/2017,9:56 PM,Still,0.07
1511542588,11/24/2017,9:56 PM,In a vehicle,0.04
1511542588,11/24/2017,9:56 PM,Unknown Activity,0.03
1511542593,11/24/2017,9:56 PM,On foot,0.75
1511542593,11/24/2017,9:56 PM,Walking,0.75
1511542593,11/24/2017,9:56 PM,Still,0.12
1511542593,11/24/2017,9:56 PM,In a vehicle,0.05
1511542593,11/24/2017,9:56 PM,Unknown Activity,0.04
1511542615,11/24/2017,9:56 PM,Tilting,1
1511542615,11/24/2017,9:56 PM,Still,0.72
1511542615,11/24/2017,9:56 PM,On foot,0.14
1511542615,11/24/2017,9:56 PM,Walking,0.14
1511542615,11/24/2017,9:56 PM,In a vehicle,0.06
1511542615,11/24/2017,9:56 PM,Unknown Activity,0.02
1511542615,11/24/2017,9:56 PM,On a bicycle,0.01
1511542619,11/24/2017,9:56 PM,Still,1
1511542649,11/24/2017,9:57 PM,Tilting,1
1511542649,11/24/2017,9:57 PM,Unknown Activity,0.31
1511542649,11/24/2017,9:57 PM,Still,0.27
1511542649,11/24/2017,9:57 PM,In a vehicle,0.09
1511542649,11/24/2017,9:57 PM,On foot,0.09
1511542649,11/24/2017,9:57 PM,Walking,0.09
1511542649,11/24/2017,9:57 PM,On a bicycle,0.08
1511542649,11/24/2017,9:57 PM,Running,0.08
1511543035,11/24/2017,10:03 PM,Still,0.47
1511543035,11/24/2017,10:03 PM,Unknown Activity,0.22
1511543035,11/24/2017,10:03 PM,On foot,0.08
1511543035,11/24/2017,10:03 PM,Walking,0.08
1511543035,11/24/2017,10:03 PM,In a vehicle,0.07
1511543035,11/24/2017,10:03 PM,On a bicycle,0.06
1511543035,11/24/2017,10:03 PM,Running,0.05
1511543039,11/24/2017,10:03 PM,Still,0.87
1511543039,11/24/2017,10:03 PM,On foot,0.07
1511543039,11/24/2017,10:03 PM,Walking,0.07
1511543039,11/24/2017,10:03 PM,Unknown Activity,0.03
1511543039,11/24/2017,10:03 PM,In a vehicle,0.01
1511543039,11/24/2017,10:03 PM,On a bicycle,0.01
1511543044,11/24/2017,10:04 PM,Still,0.88
1511543044,11/24/2017,10:04 PM,On foot,0.04
1511543044,11/24/2017,10:04 PM,Walking,0.04
1511543044,11/24/2017,10:04 PM,Unknown Activity,0.03
1511543044,11/24/2017,10:04 PM,In a vehicle,0.02
1511543044,11/24/2017,10:04 PM,On a bicycle,0.01
1511543048,11/24/2017,10:04 PM,Still,0.48
1511543048,11/24/2017,10:04 PM,In a vehicle,0.22
1511543048,11/24/2017,10:04 PM,On foot,0.17
1511543048,11/24/2017,10:04 PM,Walking,0.17
1511543048,11/24/2017,10:04 PM,Unknown Activity,0.03
1511543048,11/24/2017,10:04 PM,On a bicycle,0.02
1511543053,11/24/2017,10:04 PM,Still,0.39
1511543053,11/24/2017,10:04 PM,On foot,0.28
1511543053,11/24/2017,10:04 PM,Walking,0.28
1511543053,11/24/2017,10:04 PM,In a vehicle,0.17
1511543053,11/24/2017,10:04 PM,Unknown Activity,0.04
1511543053,11/24/2017,10:04 PM,On a bicycle,0.01
1511543057,11/24/2017,10:04 PM,Still,0.39
1511543057,11/24/2017,10:04 PM,On foot,0.28
1511543057,11/24/2017,10:04 PM,Walking,0.28
1511543057,11/24/2017,10:04 PM,In a vehicle,0.13
1511543057,11/24/2017,10:04 PM,Unknown Activity,0.04
1511543057,11/24/2017,10:04 PM,On a bicycle,0.03
1511543067,11/24/2017,10:04 PM,Tilting,1
1511543067,11/24/2017,10:04 PM,Still,0.38
1511543067,11/24/2017,10:04 PM,Unknown Activity,0.22
1511543067,11/24/2017,10:04 PM,In a vehicle,0.14
1511543067,11/24/2017,10:04 PM,On foot,0.09
1511543067,11/24/2017,10:04 PM,Walking,0.09
1511543067,11/24/2017,10:04 PM,On a bicycle,0.06
1511543067,11/24/2017,10:04 PM,Running,0.05
1511543072,11/24/2017,10:04 PM,Still,1
1511543076,11/24/2017,10:04 PM,Still,1
1511543081,11/24/2017,10:04 PM,Still,1
1511543085,11/24/2017,10:04 PM,Still,1
1511543090,11/24/2017,10:04 PM,Still,1
1511543094,11/24/2017,10:04 PM,Still,1
1511543099,11/24/2017,10:04 PM,Still,1
1511543104,11/24/2017,10:05 PM,Still,1
1511543108,11/24/2017,10:05 PM,Still,1
1511543113,11/24/2017,10:05 PM,Still,1
1511543117,11/24/2017,10:05 PM,Still,0.86
1511543117,11/24/2017,10:05 PM,On foot,0.07
1511543117,11/24/2017,10:05 PM,Walking,0.07
1511543117,11/24/2017,10:05 PM,Unknown Activity,0.03
1511543117,11/24/2017,10:05 PM,In a vehicle,0.02
1511543117,11/24/2017,10:05 PM,On a bicycle,0.01
1511543122,11/24/2017,10:05 PM,Still,1
1511543126,11/24/2017,10:05 PM,Still,1
1511543131,11/24/2017,10:05 PM,Still,1
1511543135,11/24/2017,10:05 PM,Still,1
1511543140,11/24/2017,10:05 PM,Still,1
1511543144,11/24/2017,10:05 PM,Still,1
1511543149,11/24/2017,10:05 PM,Still,1
1511543153,11/24/2017,10:05 PM,Still,0.59
1511543153,11/24/2017,10:05 PM,On foot,0.23
1511543153,11/24/2017,10:05 PM,Walking,0.23
1511543153,11/24/2017,10:05 PM,In a vehicle,0.1
1511543153,11/24/2017,10:05 PM,Unknown Activity,0.02
1511543153,11/24/2017,10:05 PM,On a bicycle,0.01
1511543158,11/24/2017,10:05 PM,Still,0.88
1511543158,11/24/2017,10:05 PM,On foot,0.06
1511543158,11/24/2017,10:05 PM,Walking,0.06
1511543158,11/24/2017,10:05 PM,Unknown Activity,0.03
1511543158,11/24/2017,10:05 PM,In a vehicle,0.02
1511543162,11/24/2017,10:06 PM,Still,0.85
1511543162,11/24/2017,10:06 PM,On foot,0.09
1511543162,11/24/2017,10:06 PM,Walking,0.09
1511543162,11/24/2017,10:06 PM,Unknown Activity,0.03
1511543162,11/24/2017,10:06 PM,In a vehicle,0.02
1511543167,11/24/2017,10:06 PM,Still,0.75
1511543167,11/24/2017,10:06 PM,In a vehicle,0.12
1511543167,11/24/2017,10:06 PM,On foot,0.05
1511543167,11/24/2017,10:06 PM,Walking,0.05
1511543167,11/24/2017,10:06 PM,Unknown Activity,0.03
1511543167,11/24/2017,10:06 PM,On a bicycle,0.01
1511543171,11/24/2017,10:06 PM,Still,0.78
1511543171,11/24/2017,10:06 PM,On foot,0.11
1511543171,11/24/2017,10:06 PM,Walking,0.11
1511543171,11/24/2017,10:06 PM,In a vehicle,0.06
1511543171,11/24/2017,10:06 PM,Unknown Activity,0.04
1511543176,11/24/2017,10:06 PM,Still,1
1511543180,11/24/2017,10:06 PM,Still,1
1511543185,11/24/2017,10:06 PM,Still,0.74
1511543185,11/24/2017,10:06 PM,On foot,0.24
1511543185,11/24/2017,10:06 PM,Walking,0.24
1511543185,11/24/2017,10:06 PM,Unknown Activity,0.02
1511543188,11/24/2017,10:06 PM,Still,0.83
1511543188,11/24/2017,10:06 PM,On foot,0.08
1511543188,11/24/2017,10:06 PM,Walking,0.08
1511543188,11/24/2017,10:06 PM,Unknown Activity,0.04
1511543188,11/24/2017,10:06 PM,In a vehicle,0.02
1511543188,11/24/2017,10:06 PM,On a bicycle,0.02
1511543193,11/24/2017,10:06 PM,Still,0.74
1511543193,11/24/2017,10:06 PM,In a vehicle,0.16
1511543193,11/24/2017,10:06 PM,On foot,0.03
1511543193,11/24/2017,10:06 PM,Walking,0.03
1511543193,11/24/2017,10:06 PM,Unknown Activity,0.02
1511543193,11/24/2017,10:06 PM,On a bicycle,0.01
1511543196,11/24/2017,10:06 PM,Still,0.8
1511543196,11/24/2017,10:06 PM,On foot,0.16
1511543196,11/24/2017,10:06 PM,Walking,0.16
1511543196,11/24/2017,10:06 PM,Unknown Activity,0.04
1511543200,11/24/2017,10:06 PM,Still,0.59
1511543200,11/24/2017,10:06 PM,On foot,0.24
1511543200,11/24/2017,10:06 PM,Walking,0.24
1511543200,11/24/2017,10:06 PM,In a vehicle,0.05
1511543200,11/24/2017,10:06 PM,On a bicycle,0.05
1511543200,11/24/2017,10:06 PM,Unknown Activity,0.02
1511543212,11/24/2017,10:06 PM,Still,0.24
1511543212,11/24/2017,10:06 PM,Unknown Activity,0.22
1511543212,11/24/2017,10:06 PM,On foot,0.16
1511543212,11/24/2017,10:06 PM,Walking,0.16
1511543212,11/24/2017,10:06 PM,In a vehicle,0.15
1511543212,11/24/2017,10:06 PM,On a bicycle,0.07
1511543212,11/24/2017,10:06 PM,Running,0.05
1511543243,11/24/2017,10:07 PM,Unknown Activity,0.31
1511543243,11/24/2017,10:07 PM,Still,0.23
1511543243,11/24/2017,10:07 PM,In a vehicle,0.12
1511543243,11/24/2017,10:07 PM,On foot,0.1
1511543243,11/24/2017,10:07 PM,Walking,0.1
1511543243,11/24/2017,10:07 PM,On a bicycle,0.08
1511543243,11/24/2017,10:07 PM,Running,0.08
1511543269,11/24/2017,10:07 PM,On foot,0.29
1511543269,11/24/2017,10:07 PM,Walking,0.29
1511543269,11/24/2017,10:07 PM,Still,0.23
1511543269,11/24/2017,10:07 PM,Unknown Activity,0.22
1511543269,11/24/2017,10:07 PM,In a vehicle,0.09
1511543269,11/24/2017,10:07 PM,On a bicycle,0.05
1511543269,11/24/2017,10:07 PM,Running,0.05
1511543294,11/24/2017,10:08 PM,On foot,0.31
1511543294,11/24/2017,10:08 PM,Walking,0.31
1511543294,11/24/2017,10:08 PM,Unknown Activity,0.21
1511543294,11/24/2017,10:08 PM,Still,0.2
1511543294,11/24/2017,10:08 PM,In a vehicle,0.11
1511543294,11/24/2017,10:08 PM,On a bicycle,0.05
1511543294,11/24/2017,10:08 PM,Running,0.05
1511543324,11/24/2017,10:08 PM,Still,0.34
1511543324,11/24/2017,10:08 PM,On foot,0.28
1511543324,11/24/2017,10:08 PM,Walking,0.28
1511543324,11/24/2017,10:08 PM,Unknown Activity,0.12
1511543324,11/24/2017,10:08 PM,In a vehicle,0.11
1511543324,11/24/2017,10:08 PM,On a bicycle,0.04
1511543324,11/24/2017,10:08 PM,Running,0.03
1511543337,11/24/2017,10:08 PM,Tilting,1
1511543337,11/24/2017,10:08 PM,Still,0.55
1511543337,11/24/2017,10:08 PM,Unknown Activity,0.2
1511543337,11/24/2017,10:08 PM,In a vehicle,0.05
1511543337,11/24/2017,10:08 PM,On a bicycle,0.05
1511543337,11/24/2017,10:08 PM,On foot,0.05
1511543337,11/24/2017,10:08 PM,Walking,0.05
1511543337,11/24/2017,10:08 PM,Running,0.05
1511543341,11/24/2017,10:09 PM,Still,0.93
1511543341,11/24/2017,10:09 PM,On foot,0.03
1511543341,11/24/2017,10:09 PM,Unknown Activity,0.03
1511543341,11/24/2017,10:09 PM,Walking,0.03
1511543341,11/24/2017,10:09 PM,In a vehicle,0.01
1511543354,11/24/2017,10:09 PM,Still,0.55
1511543354,11/24/2017,10:09 PM,Unknown Activity,0.2
1511543354,11/24/2017,10:09 PM,In a vehicle,0.05
1511543354,11/24/2017,10:09 PM,On a bicycle,0.05
1511543354,11/24/2017,10:09 PM,On foot,0.05
1511543354,11/24/2017,10:09 PM,Walking,0.05
1511543354,11/24/2017,10:09 PM,Running,0.05
1511543359,11/24/2017,10:09 PM,Still,1
1511543363,11/24/2017,10:09 PM,Still,1
1511543368,11/24/2017,10:09 PM,Still,0.89
1511543368,11/24/2017,10:09 PM,On foot,0.05
1511543368,11/24/2017,10:09 PM,Walking,0.05
1511543368,11/24/2017,10:09 PM,Unknown Activity,0.03
1511543368,11/24/2017,10:09 PM,In a vehicle,0.02
1511543368,11/24/2017,10:09 PM,On a bicycle,0.01
1511543372,11/24/2017,10:09 PM,Still,1
1511543376,11/24/2017,10:09 PM,Still,1
1511543381,11/24/2017,10:09 PM,Still,1
1511543385,11/24/2017,10:09 PM,Still,1
1511543390,11/24/2017,10:09 PM,Still,0.84
1511543390,11/24/2017,10:09 PM,On foot,0.14
1511543390,11/24/2017,10:09 PM,Walking,0.14
1511543390,11/24/2017,10:09 PM,Unknown Activity,0.02
1511543394,11/24/2017,10:09 PM,Still,1
1511543399,11/24/2017,10:09 PM,Still,0.91
1511543399,11/24/2017,10:09 PM,On foot,0.06
1511543399,11/24/2017,10:09 PM,Walking,0.06
1511543399,11/24/2017,10:09 PM,Unknown Activity,0.03
1511543403,11/24/2017,10:10 PM,Still,1
1511543408,11/24/2017,10:10 PM,Still,1
1511543412,11/24/2017,10:10 PM,Still,1
1511543417,11/24/2017,10:10 PM,Still,1
1511543421,11/24/2017,10:10 PM,Still,1
1511543426,11/24/2017,10:10 PM,Still,1
1511543430,11/24/2017,10:10 PM,Still,0.76
1511543430,11/24/2017,10:10 PM,On foot,0.23
1511543430,11/24/2017,10:10 PM,Walking,0.23
1511543430,11/24/2017,10:10 PM,Unknown Activity,0.01
1511543435,11/24/2017,10:10 PM,Still,1
1511543439,11/24/2017,10:10 PM,Still,0.86
1511543439,11/24/2017,10:10 PM,On foot,0.09
1511543439,11/24/2017,10:10 PM,Walking,0.09
1511543439,11/24/2017,10:10 PM,Unknown Activity,0.02
1511543439,11/24/2017,10:10 PM,In a vehicle,0.01
1511543439,11/24/2017,10:10 PM,On a bicycle,0.01
1511543443,11/24/2017,10:10 PM,Still,1
1511543447,11/24/2017,10:10 PM,Still,0.91
1511543447,11/24/2017,10:10 PM,On foot,0.06
1511543447,11/24/2017,10:10 PM,Walking,0.06
1511543447,11/24/2017,10:10 PM,Unknown Activity,0.02
1511543447,11/24/2017,10:10 PM,On a bicycle,0.01
1511543452,11/24/2017,10:10 PM,Still,1
1511543456,11/24/2017,10:10 PM,Still,0.84
1511543456,11/24/2017,10:10 PM,On a bicycle,0.08
1511543456,11/24/2017,10:10 PM,On foot,0.04
1511543456,11/24/2017,10:10 PM,Unknown Activity,0.04
1511543456,11/24/2017,10:10 PM,Walking,0.04
1511543461,11/24/2017,10:11 PM,Still,1
1511543465,11/24/2017,10:11 PM,Still,0.92
1511543465,11/24/2017,10:11 PM,Unknown Activity,0.03
1511543465,11/24/2017,10:11 PM,In a vehicle,0.02
1511543465,11/24/2017,10:11 PM,On a bicycle,0.01
1511543466,11/24/2017,10:11 PM,On foot,0.01
1511543466,11/24/2017,10:11 PM,Walking,0.01
1511543470,11/24/2017,10:11 PM,Still,1
1511543475,11/24/2017,10:11 PM,Still,1
1511543479,11/24/2017,10:11 PM,Still,1
1511543484,11/24/2017,10:11 PM,Still,1
1511543567,11/24/2017,10:12 PM,Still,1
1511543572,11/24/2017,10:12 PM,Still,1
1511543576,11/24/2017,10:12 PM,Still,1
1511543581,11/24/2017,10:13 PM,Still,1
1511543585,11/24/2017,10:13 PM,Still,1
1511543590,11/24/2017,10:13 PM,Still,1
1511543594,11/24/2017,10:13 PM,Still,1
1511543598,11/24/2017,10:13 PM,Still,1
1511543603,11/24/2017,10:13 PM,Still,1
1511543607,11/24/2017,10:13 PM,Still,1
1511543612,11/24/2017,10:13 PM,Still,1
1511543616,11/24/2017,10:13 PM,Still,1
1511543621,11/24/2017,10:13 PM,Still,1
1511543625,11/24/2017,10:13 PM,Still,1
1511543630,11/24/2017,10:13 PM,Still,1
1511543634,11/24/2017,10:13 PM,Still,1
1511543639,11/24/2017,10:13 PM,Still,1
1511543643,11/24/2017,10:14 PM,Still,1
1511543648,11/24/2017,10:14 PM,Still,1
1511543651,11/24/2017,10:14 PM,Still,1
1511543656,11/24/2017,10:14 PM,Still,1
1511543660,11/24/2017,10:14 PM,Still,1
1511543665,11/24/2017,10:14 PM,Still,1
1511543669,11/24/2017,10:14 PM,Still,1
1511543674,11/24/2017,10:14 PM,Still,1
1511543679,11/24/2017,10:14 PM,Still,1
1511543683,11/24/2017,10:14 PM,Still,1
1511543688,11/24/2017,10:14 PM,Still,1
1511543692,11/24/2017,10:14 PM,Still,1
1511543697,11/24/2017,10:14 PM,Still,1
1511543701,11/24/2017,10:15 PM,Still,1
1511543706,11/24/2017,10:15 PM,Still,1
1511543710,11/24/2017,10:15 PM,Still,1
1511543715,11/24/2017,10:15 PM,Still,1
1511543719,11/24/2017,10:15 PM,Still,1
1511543724,11/24/2017,10:15 PM,Still,1
1511543728,11/24/2017,10:15 PM,Still,1
1511543733,11/24/2017,10:15 PM,Still,1
1511543737,11/24/2017,10:15 PM,Still,1
1511543742,11/24/2017,10:15 PM,Still,1
1511543746,11/24/2017,10:15 PM,Still,1
1511543751,11/24/2017,10:15 PM,Still,1
1511543755,11/24/2017,10:15 PM,Still,1
1511543760,11/24/2017,10:16 PM,Still,1
1511543764,11/24/2017,10:16 PM,Still,1
1511543769,11/24/2017,10:16 PM,Still,1
1511543773,11/24/2017,10:16 PM,Still,1
1511543778,11/24/2017,10:16 PM,Still,0.87
1511543778,11/24/2017,10:16 PM,On foot,0.06
1511543778,11/24/2017,10:16 PM,Walking,0.06
1511543778,11/24/2017,10:16 PM,In a vehicle,0.02
1511543778,11/24/2017,10:16 PM,On a bicycle,0.02
1511543778,11/24/2017,10:16 PM,Unknown Activity,0.02
1511543782,11/24/2017,10:16 PM,Still,0.74
1511543782,11/24/2017,10:16 PM,In a vehicle,0.12
1511543782,11/24/2017,10:16 PM,On foot,0.06
1511543782,11/24/2017,10:16 PM,Walking,0.06
1511543782,11/24/2017,10:16 PM,Unknown Activity,0.03
1511543782,11/24/2017,10:16 PM,On a bicycle,0.02
1511543787,11/24/2017,10:16 PM,Still,1
1511543791,11/24/2017,10:16 PM,Still,0.83
1511543791,11/24/2017,10:16 PM,In a vehicle,0.09
1511543791,11/24/2017,10:16 PM,Unknown Activity,0.03
1511543791,11/24/2017,10:16 PM,On foot,0.02
1511543791,11/24/2017,10:16 PM,Walking,0.02
1511543796,11/24/2017,10:16 PM,Still,1
1511543800,11/24/2017,10:16 PM,Still,1
1511543805,11/24/2017,10:16 PM,Still,1
1511543809,11/24/2017,10:16 PM,Still,1
1511543814,11/24/2017,10:16 PM,Still,1
1511543818,11/24/2017,10:16 PM,Still,1
1511543823,11/24/2017,10:17 PM,Still,0.81
1511543823,11/24/2017,10:17 PM,In a vehicle,0.06
1511543823,11/24/2017,10:17 PM,On foot,0.06
1511543823,11/24/2017,10:17 PM,Walking,0.06
1511543823,11/24/2017,10:17 PM,Unknown Activity,0.04
1511543823,11/24/2017,10:17 PM,On a bicycle,0.02
1511544004,11/24/2017,10:20 PM,Still,1
1511544184,11/24/2017,10:23 PM,Still,1
1511544365,11/24/2017,10:26 PM,Still,1
1511544546,11/24/2017,10:29 PM,Still,1
1511544726,11/24/2017,10:32 PM,Still,1
1511544907,11/24/2017,10:35 PM,Still,1
1511545087,11/24/2017,10:38 PM,Still,1
1511545269,11/24/2017,10:41 PM,Still,1
1511545449,11/24/2017,10:44 PM,Still,1
1511545630,11/24/2017,10:47 PM,Still,1
1511545811,11/24/2017,10:50 PM,Still,1
1511545991,11/24/2017,10:53 PM,Still,1
1511546172,11/24/2017,10:56 PM,Still,1
1511546353,11/24/2017,10:59 PM,Still,1
1511546533,11/24/2017,11:02 PM,Still,1
1511546714,11/24/2017,11:05 PM,Still,1
1511546769,11/24/2017,11:06 PM,Tilting,1
1511546790,11/24/2017,11:06 PM,Tilting,1
1511546790,11/24/2017,11:06 PM,Still,0.83
1511546790,11/24/2017,11:06 PM,In a vehicle,0.08
1511546790,11/24/2017,11:06 PM,On foot,0.02
1511546790,11/24/2017,11:06 PM,Walking,0.02
1511546790,11/24/2017,11:06 PM,On a bicycle,0.01
1511546790,11/24/2017,11:06 PM,Unknown Activity,0.01
1511546971,11/24/2017,11:09 PM,Still,1
1511547152,11/24/2017,11:12 PM,Still,1
1511547332,11/24/2017,11:15 PM,Still,1
1511547513,11/24/2017,11:18 PM,Still,1
1511547694,11/24/2017,11:21 PM,Still,1
1511547874,11/24/2017,11:24 PM,Still,1
1511548055,11/24/2017,11:27 PM,Still,1
1511548236,11/24/2017,11:30 PM,Still,1
1511548247,11/24/2017,11:30 PM,Tilting,1
1511548278,11/24/2017,11:31 PM,On foot,0.34
1511548278,11/24/2017,11:31 PM,Walking,0.34
1511548278,11/24/2017,11:31 PM,Still,0.23
1511548278,11/24/2017,11:31 PM,In a vehicle,0.16
1511548278,11/24/2017,11:31 PM,Unknown Activity,0.13
1511548278,11/24/2017,11:31 PM,On a bicycle,0.04
1511548278,11/24/2017,11:31 PM,Running,0.03
1511548308,11/24/2017,11:31 PM,Tilting,1
1511548308,11/24/2017,11:31 PM,Still,0.74
1511548308,11/24/2017,11:31 PM,Unknown Activity,0.11
1511548308,11/24/2017,11:31 PM,In a vehicle,0.04
1511548308,11/24/2017,11:31 PM,On a bicycle,0.03
1511548308,11/24/2017,11:31 PM,On foot,0.03
1511548308,11/24/2017,11:31 PM,Walking,0.03
1511548308,11/24/2017,11:31 PM,Running,0.03
1511548312,11/24/2017,11:31 PM,Still,1
1511548317,11/24/2017,11:31 PM,Still,1
1511548321,11/24/2017,11:32 PM,Still,1
1511548326,11/24/2017,11:32 PM,Still,1
1511548330,11/24/2017,11:32 PM,Still,1
1511548335,11/24/2017,11:32 PM,Still,1
1511548339,11/24/2017,11:32 PM,Still,1
1511548344,11/24/2017,11:32 PM,Still,1
1511548348,11/24/2017,11:32 PM,Still,1
1511548353,11/24/2017,11:32 PM,Still,1
1511548357,11/24/2017,11:32 PM,Still,1
1511548362,11/24/2017,11:32 PM,Still,1
1511548366,11/24/2017,11:32 PM,Still,1
1511548371,11/24/2017,11:32 PM,Still,1
1511548375,11/24/2017,11:32 PM,Still,1
1511548380,11/24/2017,11:33 PM,Still,1
1511548384,11/24/2017,11:33 PM,Still,1
1511548388,11/24/2017,11:33 PM,Still,1
1511548393,11/24/2017,11:33 PM,Still,1
1511548397,11/24/2017,11:33 PM,Still,0.42
1511548397,11/24/2017,11:33 PM,On foot,0.27
1511548397,11/24/2017,11:33 PM,Walking,0.27
1511548397,11/24/2017,11:33 PM,In a vehicle,0.15
1511548397,11/24/2017,11:33 PM,Unknown Activity,0.03
1511548397,11/24/2017,11:33 PM,On a bicycle,0.02
1511548402,11/24/2017,11:33 PM,Still,0.86
1511548402,11/24/2017,11:33 PM,On foot,0.09
1511548402,11/24/2017,11:33 PM,Walking,0.09
1511548402,11/24/2017,11:33 PM,Unknown Activity,0.03
1511548402,11/24/2017,11:33 PM,In a vehicle,0.01
1511548402,11/24/2017,11:33 PM,On a bicycle,0.01
1511548406,11/24/2017,11:33 PM,Still,0.92
1511548406,11/24/2017,11:33 PM,Unknown Activity,0.04
1511548406,11/24/2017,11:33 PM,On foot,0.03
1511548406,11/24/2017,11:33 PM,Walking,0.03
1511548406,11/24/2017,11:33 PM,In a vehicle,0.01
1511548411,11/24/2017,11:33 PM,Still,1
1511548415,11/24/2017,11:33 PM,Still,1
1511548420,11/24/2017,11:33 PM,Still,0.61
1511548420,11/24/2017,11:33 PM,On foot,0.38
1511548420,11/24/2017,11:33 PM,Walking,0.38
1511548420,11/24/2017,11:33 PM,Unknown Activity,0.01
1511548424,11/24/2017,11:33 PM,Still,1
1511548429,11/24/2017,11:33 PM,Still,0.79
1511548429,11/24/2017,11:33 PM,In a vehicle,0.07
1511548429,11/24/2017,11:33 PM,On foot,0.04
1511548429,11/24/2017,11:33 PM,Walking,0.04
1511548429,11/24/2017,11:33 PM,Unknown Activity,0.02
1511548429,11/24/2017,11:33 PM,On a bicycle,0.01
1511548433,11/24/2017,11:33 PM,Still,0.82
1511548433,11/24/2017,11:33 PM,On foot,0.14
1511548433,11/24/2017,11:33 PM,Walking,0.14
1511548433,11/24/2017,11:33 PM,Unknown Activity,0.03
1511548433,11/24/2017,11:33 PM,On a bicycle,0.01
1511548437,11/24/2017,11:33 PM,Still,0.86
1511548437,11/24/2017,11:33 PM,On foot,0.06
1511548437,11/24/2017,11:33 PM,Walking,0.06
1511548437,11/24/2017,11:33 PM,In a vehicle,0.03
1511548437,11/24/2017,11:33 PM,On a bicycle,0.02
1511548437,11/24/2017,11:33 PM,Unknown Activity,0.02
1511548442,11/24/2017,11:34 PM,Still,1
1511548446,11/24/2017,11:34 PM,Still,0.3
1511548446,11/24/2017,11:34 PM,In a vehicle,0.25
1511548446,11/24/2017,11:34 PM,On foot,0.24
1511548446,11/24/2017,11:34 PM,Walking,0.24
1511548446,11/24/2017,11:34 PM,On a bicycle,0.02
1511548446,11/24/2017,11:34 PM,Unknown Activity,0.02
1511548451,11/24/2017,11:34 PM,Still,0.82
1511548451,11/24/2017,11:34 PM,On foot,0.05
1511548451,11/24/2017,11:34 PM,Walking,0.05
1511548451,11/24/2017,11:34 PM,In a vehicle,0.04
1511548451,11/24/2017,11:34 PM,On a bicycle,0.03
1511548451,11/24/2017,11:34 PM,Unknown Activity,0.02
1511548456,11/24/2017,11:34 PM,Still,0.78
1511548456,11/24/2017,11:34 PM,On foot,0.1
1511548456,11/24/2017,11:34 PM,Walking,0.1
1511548456,11/24/2017,11:34 PM,In a vehicle,0.05
1511548456,11/24/2017,11:34 PM,On a bicycle,0.03
1511548456,11/24/2017,11:34 PM,Unknown Activity,0.02
1511548460,11/24/2017,11:34 PM,Still,1
1511548465,11/24/2017,11:34 PM,Still,1
1511548470,11/24/2017,11:34 PM,Still,0.86
1511548470,11/24/2017,11:34 PM,On foot,0.13
1511548470,11/24/2017,11:34 PM,Walking,0.13
1511548470,11/24/2017,11:34 PM,Unknown Activity,0.01
1511548474,11/24/2017,11:34 PM,Still,1
1511548479,11/24/2017,11:34 PM,Still,1
1511548483,11/24/2017,11:34 PM,Still,0.95
1511548483,11/24/2017,11:34 PM,On foot,0.03
1511548483,11/24/2017,11:34 PM,Walking,0.03
1511548483,11/24/2017,11:34 PM,Unknown Activity,0.02
1511548488,11/24/2017,11:34 PM,Still,0.75
1511548488,11/24/2017,11:34 PM,On foot,0.17
1511548488,11/24/2017,11:34 PM,Walking,0.17
1511548488,11/24/2017,11:34 PM,Running,0.04
1511548488,11/24/2017,11:34 PM,On a bicycle,0.02
1511548488,11/24/2017,11:34 PM,Unknown Activity,0.02
1511548492,11/24/2017,11:34 PM,Still,1
1511548497,11/24/2017,11:34 PM,Still,1
1511548501,11/24/2017,11:35 PM,Still,0.85
1511548501,11/24/2017,11:35 PM,On foot,0.05
1511548501,11/24/2017,11:35 PM,Walking,0.05
1511548501,11/24/2017,11:35 PM,In a vehicle,0.03
1511548501,11/24/2017,11:35 PM,On a bicycle,0.02
1511548501,11/24/2017,11:35 PM,Unknown Activity,0.02
1511548506,11/24/2017,11:35 PM,Still,1
